Precinct ID,Address
1693117,12714 E Asbury Cir Aurora CO 
1693117,12402 E Pacific Cir Aurora CO 
1693118,2067 S Vaughn Way Aurora CO 
1693118,2231 S Vaughn Way Aurora CO 
1693119,14000 E Linvale Pl Aurora CO 
1693119,14050 E Linvale Pl Aurora CO 
1693120,13850 E Marina Dr Aurora CO 
1693120,13961 E Marina Dr Aurora CO 
1693121,3091 S Evanston Way Aurora CO 
1693121,14555 E Hampden Ave Aurora CO 
1693122,3165 S Fraser St Aurora CO 
1693122,3410 S Eagle St Aurora CO 
1693123,3379 S Olathe Way Aurora CO 
1693123,3110 S Mobile Way Aurora CO 
1693124,3338 S Helena St Aurora CO 
1693124,3377 S Helena St Aurora CO 
1693125,2872 S Idalia St Aurora CO 
1693125,2925 S Jasper St Aurora CO 
1693126,2770 S Mobile St Aurora CO 
1693126,16348 E Brunswick Pl Aurora CO 
1693127,15753 E Caspian Cir Aurora CO 
1693127,15601 E Caspian Cir Aurora CO 
1693128,15632 E Atlantic Cir Aurora CO 
1693128,15340 E Evans Ave Aurora CO 
1693129,2128 S Nucla Way Aurora CO 
1693129,16649 E Atlantic Pl Aurora CO 
1693130,14056 E Arizona Ave Aurora CO 
1693130,1319 S Dillon Way Aurora CO 
1693131,1355 S Chambers Rd Aurora CO 
1693131,15065 E Louisiana Dr Aurora CO 
1693132,1529 S Sable Blvd Aurora CO 
1693132,14474 E Colorado Dr Aurora CO 
1693133,24670 E Applewood Cir Aurora CO 
1693133,24730 E Applewood Cir Aurora CO 
1693134,1887 S Buchanan Cir Aurora CO 
1693134,1607 S De Gaulle Way Aurora CO 
1693135,23450 E 5th Dr Aurora CO 
1693135,393 N De Gaulle Ct Aurora CO 
1693136,25033 E 5th Ave Aurora CO 
1693136,25090 E 3rd Pl Aurora CO 
1693137,1824 S Helena St Aurora CO 
1693137,1737 S Mobile St Aurora CO 
1693138,15444 E Louisiana Ave Aurora CO 
1693138,15381 E Louisiana Ave Aurora CO 
1693139,1233 S Joplin St Aurora CO 
1693139,1465 S Lewiston Ct Aurora CO 
1693140,16852 E Wyoming Cir Aurora CO 
1693140,16802 E Wyoming Cir Aurora CO 
1693141,930 S Kittredge Way Aurora CO 
1693141,1081 S Memphis St Aurora CO 
1693142,15730 E Alameda Pkwy Aurora CO 
1693142,15730 E Alameda Pkwy Aurora CO 
1693143,708 S Chambers Rd Aurora CO 
1693143,996 S Hannibal Way Aurora CO 
1693144,643 S Norfolk Way Aurora CO 
1693144,16330 E Ohio Pl Aurora CO 
1693145,227 S Jasper Cir Aurora CO 
1693145,16253 E Alameda Pl Aurora CO 
1693146,425 Helena Ct Aurora CO 
1693146,250 Laredo St Aurora CO 
1693147,15853 E 8th Ave Aurora CO 
1693147,15391 E 8th Ave Aurora CO 
1693148,857 Olathe St Aurora CO 
1693148,916 Nucla St Aurora CO 
1693149,15951 E 13th Pl Aurora CO 
1693149,15870 E 13th Pl Aurora CO 
1693150,16555 E 13th Ave Aurora CO 
1693150,1435 Norfolk St Aurora CO 
1693151,17451 E 10th Ave Aurora CO 
1693151,1055 Richfield St Aurora CO 
1693152,1000 S Zeno Way Aurora CO 
1693152,1020 S Zeno Way Aurora CO 
1693153,17103 E Ohio Pl Aurora CO 
1693153,18053 E Ohio Ave Aurora CO 
1693154,1075 S Yampa St Aurora CO 
1693154,17391 E Ford Dr Aurora CO 
1693155,1364 S Quintero Way Aurora CO 
1693155,17742 E Kansas Pl Aurora CO 
1693156,1119 S Waco St Aurora CO 
1693156,18346 E Gunnison Pl Aurora CO 
1693157,1348 S Argonne Cir Aurora CO 
1693157,1478 S Bahama St Aurora CO 
1693158,1578 S Danube Cir Aurora CO 
1693158,1326 S Danube Way Aurora CO 
1693159,1530 S Salida Way Aurora CO 
1693159,1627 S Sedalia St Aurora CO 
1693160,18219 E Mexico Pl Aurora CO 
1693160,17934 E Utah Pl Aurora CO 
1693161,1784 S Pagosa Way Aurora CO 
1693161,1765 S Pitkin Cir Aurora CO 
1693162,1385 Dayton St Aurora CO 
1693162,1212 Yosemite St Denver CO 
1693163,1060 Hanover St Aurora CO 
1693163,1089 Hanover St Aurora CO 
1693164,412 Dayton St Aurora CO 
1693164,565 Elmira St Aurora CO 
1693165,1202 Jamaica St Aurora CO 
1693165,1384 Jamaica St Aurora CO 
1693166,710 Havana St Aurora CO 
1693166,1049 Jamaica Ct Aurora CO 
1693167,911 Nome St Aurora CO 
1693167,965 Nome St Aurora CO 
1693168,570 Lansing St Aurora CO 
1693168,426 Kenton St Aurora CO 
1693169,15 Del Mar Cir Aurora CO 
1693169,17 Del Mar Cir Aurora CO 
1693170,200 S Ironton St Aurora CO 
1693170,102 S Joliet Cir Aurora CO 
1693171,128 Paris Cir Aurora CO 
1693171,12021 E 3rd Ave Aurora CO 
1693172,11930 E Maple Ave Aurora CO 
1693172,11615 E Cedar Ave Aurora CO 
1693173,564 S Macon Ct Denver CO 
1693173,564 S Macon Ct Denver CO 
1693174,417 S Newark Way Aurora CO 
1693174,11813 E Virginia Pl Aurora CO 
1693175,890 S Lima St Aurora CO 
1693175,820 S Geneva St Aurora CO 
1693176,1035 S Jamaica St Aurora CO 
1693176,11265 E Mississippi Ave Denver CO 
1693177,11913 E Ford Dr Aurora CO 
1693177,962 S Paris Ct Aurora CO 
1693178,12352 E Kepner Pl Aurora CO 
1693178,12790 E Kentucky Pl Aurora CO 
1693179,416 S Uvalda Cir Aurora CO 
1693179,12952 E Alaska Pl Aurora CO 
1693180,13632 E Nevada Pl Aurora CO 
1693180,13660 E Nevada Pl Aurora CO 
1693181,328 S Racine St Aurora CO 
1693181,324 S Salem St Aurora CO 
1693182,12343 E 2nd Dr Aurora CO 
1693182,12426 E Cedar Cir Aurora CO 
1693183,522 Potomac St Aurora CO 
1693183,504 Potomac St Aurora CO 
1693184,911 Scranton St Aurora CO 
1693184,880 Quari St Aurora CO 
1693185,785 Troy Ct Aurora CO 
1693185,842 Troy St Aurora CO 
1693186,1156 Xanadu St Aurora CO 
1693186,791 Ursula St Aurora CO 
1693187,1399 Scranton St Aurora CO 
1693187,12950 E 13th Pl Aurora CO 
1693188,1351 Worchester St Aurora CO 
1693188,13140 E 13th Pl Aurora CO 
1693189,819 Dillon Way Aurora CO 
1693189,14470 E 13th Ave Aurora CO 
1693190,1324 Sable Blvd Aurora CO 
1693190,999 Evanston St Aurora CO 
1693191,14251 E 1st Dr Aurora CO 
1693191,14231 E 1st Dr Aurora CO 
1693192,14872 E 5th Cir Aurora CO 
1693192,161 Granby Way Aurora CO 
1693193,14343 E Kentucky Pl Aurora CO 
1693193,14221 E Kentucky Pl Aurora CO 
1693194,739 S Fraser St Aurora CO 
1693194,15275 E Ohio Ave Aurora CO 
1693195,942 S Dearborn Way Denver CO 
1693195,1036 S Elkhart Way Aurora CO 
1693196,8233 S Sicily Ct Centennial CO 
1693196,22102 E Canyon Pl Aurora CO 
1693197,22084 E Hinsdale Ave Centennial CO 
1693197,22099 E Irish Dr Aurora CO 
1693198,6949 S Odessa St Centennial CO 
1693198,6916 S Odessa St Centennial CO 
1693199,6831 S Versailles Way Aurora CO 
1693199,22359 E Euclid Dr Aurora CO 
1693200,24335 E Briarwood Ave Centennial CO 
1693200,24325 E Briarwood Ave Centennial CO 
1693201,25601 E Indore Dr Aurora CO 
1693201,24877 E Dry Creek Dr Aurora CO 
1693202,26006 E Frost Cir Aurora CO 
1693202,26931 E Briarwood Cir Centennial CO 
1693203,7569 S Eaton Park Way Aurora CO 
1693203,7566 S Elk Ct Aurora CO 
1693205,20482 County Road 47 Stonington CO 
1693205,129 S Indiana Ave Walsh CO 
1693206,308 W Poplar St Walsh CO 
1693206,38500 County Road 43 Two Buttes CO 
1693207,42670 County Road 2.1 Las Animas CO 
1693207,12613 County Road J Campo CO 
1693208,31580 County Road Q Campo CO 
1693208,27796 County Road U Campo CO 
1693209,13815 County Road 32.6 Campo CO 
1693209,38178 County Road Q Walsh CO 
1693210,11335 Us Highway 287 Campo CO 
1693210,104 N Main Campo CO 
1693211,649 Santa Fe St Springfield CO 
1693211,680 W 6th Ave Springfield CO 
1693212,488 E 4th Ave Springfield CO 
1693212,28194 County Road 26.5 Springfield CO 
1693213,34235 County Road Qq Two Buttes CO 
1693213,44424 County Road Vv Walsh CO 
1693214,1386 County Road Gg La Junta CO 
1693214,30745 County Road 15 Fort Lyon CO 
1693215,34888 Us Highway 50 Lamar CO 
1693215,30789 County Road Hh Lamar CO 
1693216,245 Moore Ave Las Animas CO 
1693216,318 Vigil Ave Las Animas CO 
1693217,802 Amb Thompson Blvd Las Animas CO 
1693217,745 Grand Ave Las Animas CO 
1693218,6005 County Road 7 Las Animas CO 
1693218,6899 County Road 4.25 La Junta CO 
1693219,1561 S Foothills Hwy Boulder CO 
1693219,1561 S Foothills Hwy Boulder CO 
1693220,76 Pine Rd Golden CO 
1693220,124 Pine Rd Golden CO 
1693221,820 Eldorado Ave Nederland CO 
1693221,6804 Coal Creek Cyn Golden CO 
1693222,Darley N Boulder CO 
1693222,3029 19th St Boulder CO 
1693223,3525 Castle Peak Ave Superior CO 
1693223,1552 Hyacinth Way Superior CO 
1693224,1995 E Coalton Rd Superior CO 
1693224,1995 E Coalton Rd Louisville CO 
1693225,2049 Lasalle St Louisville CO 
1693225,887 Eldorado Dr Louisville CO 
1693226,2485 Andrew Dr Superior CO 
1693226,555 E Gill Way Superior CO 
1693227,1885 Spaulding Cir Superior CO 
1693227,1650 Egret Way Louisville CO 
1693228,1538 Amherst St Louisville CO 
1693228,1305 S Gibson Ct Superior CO 
1693229,110 8th Ave Louisville CO 
1693229,161 Mohawk Cir Superior CO 
1693230,613 Augusta Dr Louisville CO 
1693230,834 Saint Andrews Ln Louisville CO 
1693231,700 Johnson St Louisville CO 
1693231,680 Johnson St Louisville CO 
1693232,597 Manorwood Ln Louisville CO 
1693232,701 Club Pl Louisville CO 
1693233,957 Eldorado Ln Louisville CO 
1693233,943 Sunflower St Louisville CO 
1693234,212 McCaslin Blvd Louisville CO 
1693234,200 McCaslin Blvd Louisville CO 
1693235,149 S Tyler Ave Louisville CO 
1693235,172 S Washington Ave Louisville CO 
1693236,251 Hoover Ave Louisville CO 
1693236,594 West St Louisville CO 
1693237,544 Grant Ave Louisville CO 
1693237,145 W Elm St Louisville CO 
1693238,576 Spruce Cir Louisville CO 
1693238,347 W Spruce Ln Louisville CO 
1693239,598 W Sagebrush Ct Louisville CO 
1693239,375 Majestic View Dr Boulder CO 
1693240,1680 Washington Ave Louisville CO 
1693240,586 W Willow Ct Louisville CO 
1693241,1301 Lincoln Ave Louisville CO 
1693241,1606 Cottonwood Dr Louisville CO 
1693242,1015 E South Boulder Rd Louisville CO 
1693242,700 Lincoln Ave Louisville CO 
1693243,2155 Charles Ln Louisville CO 
1693243,1336 Hecla Dr Louisville CO 
1693244,1865 Eisenhower Dr Louisville CO 
1693244,115 Continental View Dr Boulder CO 
1693245,745 S Lafayette Dr Lafayette CO 
1693245,202 Remuda Ln Lafayette CO 
1693246,703 Arrow Ct Lafayette CO 
1693246,1360 Lander Ln Lafayette CO 
1693247,1010 Artemis Cir Lafayette CO 
1693247,1109 Elysian Field Dr Lafayette CO 
1693248,1510 Centaur Ct Lafayette CO 
1693248,1207 Warrior Way Lafayette CO 
1693249,1255 Doric Dr Lafayette CO 
1693249,1263 Doric Dr Lafayette CO 
1693250,1282 Milo Cir Lafayette CO 
1693250,764 Julian Cir Lafayette CO 
1693251,150 W Spaulding St Lafayette CO 
1693251,206 Hopkins St Lafayette CO 
1693252,475 Strathmore Ln Lafayette CO 
1693252,713 Merlin Dr Lafayette CO 
1693253,405 E Emma St Lafayette CO 
1693253,308 S Finch Ave Lafayette CO 
1693254,115 Bass Cir Lafayette CO 
1693254,103 Bass Cir Lafayette CO 
1693255,727 Sundown Dr Lafayette CO 
1693255,406 W Lucerne Dr Lafayette CO 
1693256,260 E Cornwall Ct Lafayette CO 
1693256,860 W Baseline Rd Lafayette CO 
1693257,770 Furrow Way Lafayette CO 
1693257,2238 Eagles Nest Dr Lafayette CO 
1693258,115 Salina St Lafayette CO 
1693258,1699 Waneka Lake Trl Lafayette CO 
1693259,2740 Meadow Mountain Trl Lafayette CO 
1693259,499 Blue Lake Trl Lafayette CO 
1693260,1170 Blue Stem Trl Lafayette CO 
1693260,351 Lodgewood Ln Lafayette CO 
1693261,2668 95th St Boulder CO 
1693261,10189 Arapahoe Rd Lafayette CO 
1693262,11968 Mineral Rd Longmont CO 
1693262,4001 N 107th St Lafayette CO 
1693263,2290 S 104th St Broomfield CO 
1693263,14774 Fenton St Broomfield CO 
1693264,1234 Tyler Pl Erie CO 
1693264,1475 Flowers Ct Erie CO 
1693265,1340 Stockton Dr Erie CO 
1693265,4321 N 119th St Lafayette CO 
1693266,110 Red Oak Ct Erie CO 
1693266,3958 Dale Dr Lafayette CO 
1693267,1316 Graham Cir Erie CO 
1693267,1574 Westin Dr Erie CO 
1693268,290 N 120th St Lafayette CO 
1693268,2815 Prince Cir Erie CO 
1693269,4661 Portside Way Boulder CO 
1693269,4631 Starboard Dr Boulder CO 
1693270,7493 Park Cir Boulder CO 
1693270,6966 Carter Trl Boulder CO 
1693271,7189 Cedarwood Cir Boulder CO 
1693271,7042 Indian Peaks Trl Boulder CO 
1693272,9368 Mineral Rd Longmont CO 
1693272,7576 Chatham Way Boulder CO 
1693273,7175 Lookout Rd Longmont CO 
1693273,5620 Bowron Pl Longmont CO 
1693274,7441 Singing Hills Dr Boulder CO 
1693274,7435 Singing Hills Dr Boulder CO 
1693275,5590 Spine Rd Boulder CO 
1693275,5434 La Plata Cir Boulder CO 
1693276,5340 Gunbarrel Center Ct Boulder CO 
1693276,5120 Williams Fork Trl Boulder CO 
1693277,5918 Gunbarrel Ave Boulder CO 
1693277,4713 Spine Rd Boulder CO 
1693278,4670 White Rock Cir Boulder CO 
1693278,5775 Jay Rd Boulder CO 
1693279,5100 N Foothills Hwy Boulder CO 
1693279,4949 Broadway St Boulder CO 
1693280,5136 Ralston St Boulder CO 
1693280,1175 Lee Hill Dr Boulder CO 
1693281,725 Union Ave Boulder CO 
1693281,936 Poplar Pl Boulder CO 
1693282,4410 Broadway St Boulder CO 
1693282,4600 17th St Boulder CO 
1693283,1855 Redwood Ave Boulder CO 
1693283,3885 17th St Boulder CO 
1693284,4080 Dawn Ct Boulder CO 
1693284,4056 Crystal Ct Boulder CO 
1693285,3465 Cayman Pl Boulder CO 
1693285,4182 Longview Ln Boulder CO 
1693286,2995 Madera Ct Boulder CO 
1693286,3857 Howe Ct Boulder CO 
1693287,6775 Arapahoe Rd Boulder CO 
1693287,6623 Arapahoe Rd Boulder CO 
1693288,3260 Noble Ct Boulder CO 
1693288,4844 Baldwin Pl Boulder CO 
1693289,2880 Kalmia Ave Boulder CO 
1693289,2800 Kalmia Ave Boulder CO 
1693290,3565 28th St Boulder CO 
1693290,3527 Nottingham Ct Boulder CO 
1693291,2485 Juniper Ave Boulder CO 
1693291,3544 Kirkwood Pl Boulder CO 
1693292,1215 Linden Ave Boulder CO 
1693292,3660 16th St Boulder CO 
1693293,3080 Broadway St Boulder CO 
1693293,3255 19th St Boulder CO 
1693294,2280 Floral Dr Boulder CO 
1693294,2960 19th St Boulder CO 
1693295,3105 28th St Boulder CO 
1693295,3005 28th St Boulder CO 
1693296,3350 30th St Boulder CO 
1693296,3375 34th St Boulder CO 
1693297,3003 Valmont Rd Boulder CO 
1693297,2955 Glenwood Dr Boulder CO 
1693298,2745 28th St Boulder CO 
1693298,2121 Mesa Dr Boulder CO 
1693299,2955 13th St Boulder CO 
1693299,2818 13th St Boulder CO 
1693300,1700 Sunset Blvd Boulder CO 
1693300,1700 Bluff St Boulder CO 
1693301,1718 Mapleton Ave Boulder CO 
1693301,2204 Mapleton Ave Boulder CO 
1693302,2434 Mapleton Ave Boulder CO 
1693302,2301 Pearl St Boulder CO 
1693303,2134 S Walnut St Boulder CO 
1693303,1725 28th St Boulder CO 
1693304,2200 Canyon Blvd Boulder CO 
1693304,2202 Goss Cir E Boulder CO 
1693305,1636 Grove St Boulder CO 
1693305,1924 Grove St Boulder CO 
1693306,Canyon & Broadway Boulder CO 
1693306,1510 Mapleton Ave Boulder CO 
1693307,1475 Folsom St Boulder CO 
1693307,2300 Arapahoe Ave Boulder CO 
1693308,2370 Libby Dr Boulder CO 
1693308,9076 Hallett Hall Boulder CO 
1693309,2275 Willard Hall Boulder CO 
1693309,878 Kittredge Central Hall Boulder CO 
1693310,2804 Marine St Boulder CO 
1693310,2525 Taft Dr Boulder CO 
1693311,1060 Kent St Boulder CO 
1693311,2801 Pennsylvania Ave Boulder CO 
1693312,1300 30th St Boulder CO 
1693312,1300 30th St Boulder CO 
1693313,4751 McKinley Dr Boulder CO 
1693313,4610 Arapahoe Ave Boulder CO 
1693314,4830 Meredith Way Boulder CO 
1693314,4909 Eisenhower Dr Boulder CO 
1693315,1500 Eisenhower Dr Boulder CO 
1693315,5415 White Pl Boulder CO 
1693316,5530 Stonewall Pl Boulder CO 
1693316,5659 College Pl Boulder CO 
1693317,640 Cree Cir Boulder CO 
1693317,1080 Waite Dr Boulder CO 
1693318,4685 Baseline Rd Boulder CO 
1693318,4685 Baseline Rd Boulder CO 
1693319,4279 Monroe Dr Boulder CO 
1693319,1110 Monroe Dr Boulder CO 
1693320,2810 E College Ave Boulder CO 
1693320,1055 Adams Cir Boulder CO 
1693321,865 30th St Boulder CO 
1693321,2900 Aurora Ave Boulder CO 
1693322,730 30th St Boulder CO 
1693322,880 35th St Boulder CO 
1693323,555 30th St Boulder CO 
1693323,555 30th St Boulder CO 
1693324,3821 Apache Ct W Boulder CO 
1693324,375 Lipan Way Boulder CO 
1693325,4475 Laguna Pl Boulder CO 
1693325,500 Mohawk Dr Boulder CO 
1693326,50 Manhattan Dr Boulder CO 
1693326,60 S Boulder Cir Boulder CO 
1693327,4827 Thunderbird Dr Boulder CO 
1693327,4800 Osage Dr Boulder CO 
1693328,7446 Citation Ln Niwot CO 
1693328,6922 Totara Pl Niwot CO 
1693329,8414 Strawberry Ln Longmont CO 
1693329,8181 Centrebridge Dr Niwot CO 
1693330,7324 N 83rd St Longmont CO 
1693330,7355 Elm St Longmont CO 
1693331,520 Murray St Niwot CO 
1693331,120 Franklin St Niwot CO 
1693332,8426 N Foothills Hwy Boulder CO 
1693332,4141 Greens Pl Longmont CO 
1693333,5829 Niwot Rd Longmont CO 
1693333,7180 Oriole Ln Longmont CO 
1693334,8485 N 95th St Longmont CO 
1693334,8003 N 95th St Longmont CO 
1693335,6941 Goose Point Ct Niwot CO 
1693335,6915 Goose Point Ct Niwot CO 
1693336,5053 Oxford Rd Longmont CO 
1693336,3185 Nelson Rd Longmont CO 
1693337,10187 N 75th St Longmont CO 
1693337,15710 Parrish Rd Berthoud CO 
1693338,742 Peakview Rd Boulder CO 
1693338,301 Overlook Ln Boulder CO 
1693339,5508 Olde Stage Rd Boulder CO 
1693339,9578 Mountain Ridge Dr Boulder CO 
1693340,446 Meadow Mountain Rd Allenspark CO 
1693340,16942 State Highway 7 Lyons CO 
1693341,11986 Twilight St Longmont CO 
1693341,3221 Geer Canyon Dr Boulder CO 
1693342,142 Kelling Dr Lyons CO 
1693342,18621 N Saint Vrain Dr Lyons CO 
1693343,292 Paragon Dr Boulder CO 
1693343,7550 Spring Dr Boulder CO 
1693344,7666 O Connor Rd Boulder CO 
1693344,471 Ord Dr Boulder CO 
1693345,6345 Swallow Ln Boulder CO 
1693345,1348 Cherryvale Rd Boulder CO 
1693346,8789 Baseline Rd Lafayette CO 
1693346,7621 Arlington Dr Boulder CO 
1693347,7930 Valmont Rd Boulder CO 
1693347,7957 Arapahoe Rd Boulder CO 
1693348,7784 Crestview Ln Niwot CO 
1693348,7748 Crestview Ln Niwot CO 
1693349,465 S 42nd St Boulder CO 
1693349,4990 Moorhead Ave Boulder CO 
1693350,993 E Moorhead Cir Boulder CO 
1693350,629 Walden Cir Boulder CO 
1693351,4490 Darley Ave Boulder CO 
1693351,4490 Hanover Ave Boulder CO 
1693352,2960 Juilliard St Boulder CO 
1693352,1577 Bradley Dr Boulder CO 
1693353,3490 Cripple Creek Sq Boulder CO 
1693353,1960 Tincup Ct Boulder CO 
1693354,1490 Rockmont Cir Boulder CO 
1693354,1388 Glen Ct Boulder CO 
1693355,1510 Findlay Way Boulder CO 
1693355,3560 Emerson Ave Boulder CO 
1693356,1250 Albion Rd Boulder CO 
1693356,1244 Gillaspie Dr Boulder CO 
1693357,1265 Claremont Dr Boulder CO 
1693357,1360 Judson Dr Boulder CO 
1693358,2222 Holyoke Dr Boulder CO 
1693358,1385 Bear Mountain Dr Boulder CO 
1693359,801 Gillaspie Dr Boulder CO 
1693359,2915 Colby Dr Boulder CO 
1693360,530 S 44th St Boulder CO 
1693360,725 S 46th St Boulder CO 
1693361,355 S 36th St Boulder CO 
1693361,3500 Eastman Ave Boulder CO 
1693362,3455 Table Mesa Dr Boulder CO 
1693362,3455 Table Mesa Dr Boulder CO 
1693363,2605 Dartmouth Ave Boulder CO 
1693363,2205 Hillsdale Cir Boulder CO 
1693364,1905 Mariposa Ave Boulder CO 
1693364,676 22nd St Boulder CO 
1693365,3974 Fuller Ct Boulder CO 
1693365,3677 Chase Ct Boulder CO 
1693366,2780 Moorhead Ave Boulder CO 
1693366,290 30th St Boulder CO 
1693367,718 14th St Boulder CO 
1693367,Baseline And Broaday Boulder CO 
1693368,1480 Sierra Dr Boulder CO 
1693368,900 Baseline Rd Boulder CO 
1693369,722 7th St Boulder CO 
1693369,870 Grant Pl Boulder CO 
1693370,960 13th St Boulder CO 
1693370,905 15th St Boulder CO 
1693371,1130 10th St Boulder CO 
1693371,1128 Pennsylvania Ave Boulder CO 
1693372,1040 9th St Boulder CO 
1693372,951 Lincoln Pl Boulder CO 
1693373,1603 4th St Boulder CO 
1693373,633 Pennsylvania Ave Boulder CO 
1693374,710 Marine St Boulder CO 
1693374,454 Arapahoe Ave Boulder CO 
1693375,1441 Broadway Boulder CO 
1693375,1155 Marine St Boulder CO 
1693376,315 Arapahoe Ave Boulder CO 
1693376,333 Canyon Blvd Boulder CO 
1693377,625 Pearl St Boulder CO 
1693377,841 Spruce St Boulder CO 
1693378,721 Concord Ave Boulder CO 
1693378,2455 7th St Boulder CO 
1693379,1111 Maxwell Ave Boulder CO 
1693379,1031 Portland Pl Boulder CO 
1693380,625 Alpine Ave Boulder CO 
1693380,875 Alpine Ave Boulder CO 
1693381,3080 7th St Boulder CO 
1693381,3087 7th St Boulder CO 
1693382,821 Hawthorn Ave Boulder CO 
1693382,3615 Broadway St Boulder CO 
1693383,1192 Orange Pl Boulder CO 
1693383,3922 Promontory Ct Boulder CO 
1693384,8933 Sugarloaf Rd Boulder CO 
1693384,2380 Caribou Rd Nederland CO 
1693385,36908 Boulder Canyon Dr Boulder CO 
1693385,51 Magnolia Dr Boulder CO 
1693386,400 Lakeshore Dr Boulder CO 
1693386,8552 Flagstaff Rd Boulder CO 
1693387,6881 Marshall Dr Boulder CO 
1693387,6690 W Coal Creek Dr Superior CO 
1693389,124 Old Post Office Rd Boulder CO 
1693389,524 Kelly Rd W Boulder CO 
1693390,610 East St Boulder CO 
1693390,698 Dixon Rd Boulder CO 
1693391,230 Bristlecone Way Boulder CO 
1693391,230 Bristlecone Way Boulder CO 
1693392,112 Bow Mountain Rd Boulder CO 
1693392,200 Boulder View Ln Boulder CO 
1693393,379 James Canyon Dr Boulder CO 
1693393,429 Ridge Rd Ward CO 
1693394,44180 Peak To Peak Hwy Ward CO 
1693394,2282 County Road 87 Jamestown CO 
1693396,3122 Depo Dr Longmont CO 
1693396,3385 Larkspur Dr Longmont CO 
1693397,4907 Bella Vista Dr Longmont CO 
1693397,2013 Marigold Ct Niwot CO 
1693398,1090 Little Grove Ct Longmont CO 
1693398,1743 Dorothy Cir Longmont CO 
1693399,950 Grandview Mdws Dr Longmont CO 
1693399,620 Grandview Mdws Dr Longmont CO 
1693400,1035 Willow Creek Cir Longmont CO 
1693400,201 Hover St Longmont CO 
1693401,1712 Spruce Ave Longmont CO 
1693401,437 Sumner St Longmont CO 
1693402,108 Bowen St Longmont CO 
1693402,228 Pratt St Longmont CO 
1693403,801 Martin St Longmont CO 
1693403,225 E 8th Ave Longmont CO 
1693404,1018 3rd Ave Longmont CO 
1693404,812 3rd Ave Longmont CO 
1693405,1117 Longs Peak Ave Longmont CO 
1693405,1224 Carolina Ave Longmont CO 
1693406,803 Judson St Longmont CO 
1693406,804 Apple Ct Longmont CO 
1693407,1115 Spencer St Longmont CO 
1693407,2201 14th Ave Longmont CO 
1693408,1232 Lincoln St Longmont CO 
1693408,1321 Lincoln St Longmont CO 
1693409,942 Coffman St Longmont CO 
1693409,1118 Bross St Longmont CO 
1693410,1306 Keystone Ct Longmont CO 
1693410,922 Atwood St Longmont CO 
1693411,1123 Big Horn Ct Longmont CO 
1693411,118 Snowmass Pl Longmont CO 
1693412,736 Picket Ln Longmont CO 
1693412,1340 Hilltop Dr Longmont CO 
1693413,1518 Liberty Ct Longmont CO 
1693413,1503 Lashley St Longmont CO 
1693414,729 17th Ave Longmont CO 
1693414,900 Mountain View Ave Longmont CO 
1693415,1425 Stuart St Longmont CO 
1693415,1404 Kay St Longmont CO 
1693416,1309 Hover St Longmont CO 
1693416,1309 Hover St Longmont CO 
1693417,2424 9th Ave Longmont CO 
1693417,1111 Hover St Longmont CO 
1693418,1231 Twin Peaks Cir Longmont CO 
1693418,1110 Princeton Dr Longmont CO 
1693419,3 Colgate Ct Longmont CO 
1693419,3706 Columbia Dr Longmont CO 
1693420,3733 Fowler Ln Longmont CO 
1693420,21 University Cir Longmont CO 
1693421,2639 Danbury Dr Longmont CO 
1693421,2400 17th Ave Longmont CO 
1693422,1614 Oak Ridge Ln Longmont CO 
1693422,1619 Ervine Ave Longmont CO 
1693423,1427 Lincoln Cir Longmont CO 
1693423,1100 E 17th Ave Longmont CO 
1693424,1768 Centennial Dr Longmont CO 
1693424,1819 Jewel Dr Longmont CO 
1693425,2016 Mount Sneffels St Longmont CO 
1693425,1825 Ashford Cir Longmont CO 
1693426,1783 Preston Dr Longmont CO 
1693426,519 Ashford Dr Longmont CO 
1693427,2409 Winding Dr Longmont CO 
1693427,2412 Windmill Dr Longmont CO 
1693428,7 Martinez Pl Longmont CO 
1693428,10937 Ute Hwy Longmont CO 
1693429,936 23rd Ave Longmont CO 
1693429,2027 Terry St Longmont CO 
1693430,2156 Sherman St Longmont CO 
1693430,2427 Gordon Ct Longmont CO 
1693431,2400 Linden St Longmont CO 
1693431,2436 Tulip St Longmont CO 
1693432,2107 Sherri Mar St Longmont CO 
1693432,2540 Sunset Dr Longmont CO 
1693433,2407 24th Ave Longmont CO 
1693433,2507 Mapleton Ct Longmont CO 
1693434,2450 Airport Rd Longmont CO 
1693434,3129 Lake Park Way Longmont CO 
1693435,1845 Ute Creek Dr Longmont CO 
1693435,1426 Galilee Ln Longmont CO 
1693436,1527 Otis Dr Longmont CO 
1693436,1321 Bramble Pl Frederick CO 
1693437,943 Sparrow Hawk Dr Longmont CO 
1693437,1123 Button Rock Dr Longmont CO 
1693438,1432 Bluefield Ave Longmont CO 
1693438,930 Button Rock Dr Longmont CO 
1693439,1009 E Longs Peak Ave Longmont CO 
1693439,6010 Fox Hill Dr Longmont CO 
1693440,1239 Trout Creek Cir Longmont CO 
1693440,970 Wolf Creek Dr Longmont CO 
1693441,900 Marmot Ct Longmont CO 
1693441,950 Pasque Dr Longmont CO 
1693442,458 Dickson St Longmont CO 
1693442,715 Ridge Creek Ct Longmont CO 
1693443,233 E 4th Ave Frederick CO 
1693443,233 E 4th Ave Frederick CO 
1693444,600 Martin St Longmont CO 
